file,class,is_dispatch,bases,attr_key,attr_val,method_signature,method_doc
CATGSMIDLItfTypeLib.py,HybridShapeDirection,True,DispatchBaseClass,,,GetZVal(self),
CATGSMIDLItfTypeLib.py,HybridShapeDirection,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATGSMIDLItfTypeLib.py,HybridShapeDirection,True,DispatchBaseClass,CLSID,IID('{8A86F836-B093-0000-0280-020E60000000}'),,
CATGSMIDLItfTypeLib.py,HybridShapeDirection,True,DispatchBaseClass,coclass_clsid,None,,
CATGSMIDLItfTypeLib.py,HybridShapeDisconnect,True,DispatchBaseClass,,,"AppendHybridShape(self, iHybridShape)",
CATGSMIDLItfTypeLib.py,HybridShapeDisconnect,True,DispatchBaseClass,,,Compute(self),
CATGSMIDLItfTypeLib.py,HybridShapeDisconnect,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATGSMIDLItfTypeLib.py,HybridShapeDisconnect,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATGSMIDLItfTypeLib.py,HybridShapeDisconnect,True,DispatchBaseClass,CLSID,IID('{8C89B290-82AD-0000-0280-020E60000001}'),,
CATGSMIDLItfTypeLib.py,HybridShapeDisconnect,True,DispatchBaseClass,coclass_clsid,None,,
CATGSMIDLItfTypeLib.py,HybridShapeExtract,True,DispatchBaseClass,,,"AppendHybridShape(self, iHybridShape)",
CATGSMIDLItfTypeLib.py,HybridShapeExtract,True,DispatchBaseClass,,,Compute(self),
CATGSMIDLItfTypeLib.py,HybridShapeExtract,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATGSMIDLItfTypeLib.py,HybridShapeExtract,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATGSMIDLItfTypeLib.py,HybridShapeExtract,True,DispatchBaseClass,CLSID,IID('{8CCF2FDC-E8CC-0000-0280-020E60000000}'),,
CATGSMIDLItfTypeLib.py,HybridShapeExtract,True,DispatchBaseClass,coclass_clsid,None,,
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"AddConstraint(self, iConstraint, iType, iComplementaire, iIsFederated, iCrvtreThsld, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"AddConstraintTolerant(self, iConstraint, iType, iComplementaire, iIsFederated, iDistreThsld, iAngtreThsld, iCrvtreThsld, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"AppendHybridShape(self, iHybridShape)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,Compute(self),
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetAngularThreshold(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetAngularThresholdActivity(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetComplementaryExtractMulti(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetCurvatureThreshold(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetCurvatureThresholdActivity(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetDistanceThreshold(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetDistanceThresholdActivity(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetElement(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetIsFederated(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetListOfConstraints(self, oListOfExtractedConstraints)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetNbConstraints(self, oNbConstraints)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetPropagationType(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"GetSupport(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"RemoveElement(self, iPosition)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"ReplaceElement(self, iExtractToReplace, iNewExtract, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetAngularThreshold(self, iPos, iAngtreThsld)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetAngularThresholdActivity(self, iPos, iAngtreThsldActivity)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetComplementaryExtractMulti(self, iPos, iComplementaire)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetCurvatureThreshold(self, iPos, iCrvtreThsld)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetCurvatureThresholdActivity(self, iPos, iCrvtreThsldActivity)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetDistanceThreshold(self, iPos, iDistreThsld)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetDistanceThresholdActivity(self, iPos, iDistreThsldActivity)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetElement(self, iPos, iElem)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetIsFederated(self, iPos, iIsFederated)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetPropagationType(self, iPos, iTypePropag)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,"SetSupport(self, iPos, iSupport)",
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,CLSID,IID('{B11D247F-BB0F-0000-0280-031551000000}'),,
CATGSMIDLItfTypeLib.py,HybridShapeExtractMulti,True,DispatchBaseClass,coclass_clsid,None,,
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"AppendHybridShape(self, iHybridShape)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,Compute(self),
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"GetBoundary(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"GetContinuityType(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"GetElemUntil(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"GetInternalEdgesElement(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"GetLength(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"GetLimitType(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"GetNumberOfExtrapolations(self, oNumberOfExtrapolations)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,IsAssemble(self),
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,RemoveAllExtrapolationsExceptTheFirstOne(self),
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,RemoveAllInternalEdgesElement(self),
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"RemoveExtrapolation(self, iPos)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"SetAssemble(self, iAssemble)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"SetBoundary(self, iPos, iBoundary)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"SetContinuityType(self, iPos, iLim)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"SetElemUntil(self, iPos, iElemUntil)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"SetLength(self, iPos, iLength)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"SetLengthD(self, iPos, iLength)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,"SetLimitType(self, iPos, iLim)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,CLSID,IID('{8C89B23A-36A7-0000-0280-020E60000000}'),,
CATGSMIDLItfTypeLib.py,HybridShapeExtrapol,True,DispatchBaseClass,coclass_clsid,None,,
CATGSMIDLItfTypeLib.py,HybridShapeExtremum,True,DispatchBaseClass,,,"AppendHybridShape(self, iHybridShape)",
CATGSMIDLItfTypeLib.py,HybridShapeExtremum,True,DispatchBaseClass,,,Compute(self),
CATGSMIDLItfTypeLib.py,HybridShapeExtremum,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATGSMIDLItfTypeLib.py,HybridShapeExtremum,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATGSMIDLItfTypeLib.py,HybridShapeExtremum,True,DispatchBaseClass,CLSID,IID('{8E5D1C0E-4087-0000-0280-020E60000000}'),,
CATGSMIDLItfTypeLib.py,HybridShapeExtremum,True,DispatchBaseClass,coclass_clsid,None,,
CATGSMIDLItfTypeLib.py,HybridShapeExtremumPolar,True,DispatchBaseClass,,,"AppendHybridShape(self, iHybridShape)",
CATGSMIDLItfTypeLib.py,HybridShapeExtremumPolar,True,DispatchBaseClass,,,Compute(self),
CATGSMIDLItfTypeLib.py,HybridShapeExtremumPolar,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATGSMIDLItfTypeLib.py,HybridShapeExtremumPolar,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATGSMIDLItfTypeLib.py,HybridShapeExtremumPolar,True,DispatchBaseClass,CLSID,IID('{54BA08FC-8737-11D6-A2F1-00065BDD6075}'),,
CATGSMIDLItfTypeLib.py,HybridShapeExtremumPolar,True,DispatchBaseClass,coclass_clsid,None,,
CATGSMIDLItfTypeLib.py,HybridShapeExtrude,True,DispatchBaseClass,,,"AppendHybridShape(self, iHybridShape)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrude,True,DispatchBaseClass,,,Compute(self),
CATGSMIDLItfTypeLib.py,HybridShapeExtrude,True,DispatchBaseClass,,,"GetItem(self, IDName)",
CATGSMIDLItfTypeLib.py,HybridShapeExtrude,True,DispatchBaseClass,,,__iter__(self),Return a Python iterator for this object
CATGSMIDLItfTypeLib.py,HybridShapeExtrude,True,DispatchBaseClass,CLSID,IID('{89640425-AE4A-0000-0280-020E60000000}'),,
CATGSMIDLItfTypeLib.py,HybridShapeExtrude,True,DispatchBaseClass,coclass_clsid,None,,
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNew3DCorner(self, iElement1, iElement2, iDirection, iRadius, iOrientation1, iOrientation2, iTrim)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNew3DCurveOffset(self, iCurveToOffset, iDirection, iOffset, iCornerRadius, iCornerTension)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewAffinity(self, iElement, iXRatio, iYRatio, iZRatio)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewAxisLine(self, iElement)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewAxisToAxis(self, iObject, iReferenceAxis, iTargetAxis)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,AddNewBlend(self),
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewBoundary(self, iInitialElement, iSupport, iTypedePropagation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewBoundaryOfSurface(self, Surface)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewBump(self, iBodyToBump)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircle2PointsRad(self, iPoint1, iPoint2, iSupport, iGeodesic, iRadius, iOri)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircle3Points(self, iPoint1, iPoint2, iPoint3)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleBitangentPoint(self, iCurve1, iCurve2, iPoint, iSupport, iOri1, iOri2)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleBitangentRadius(self, iCurve1, iCurve2, iSupport, iRadius, iOri1, iOri2)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleCenterAxis(self, iAxis, iPoint, iValue, iProjection)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleCenterAxisWithAngles(self, iAxis, iPoint, iValue, iProjection, iStartAngle, iEndAngle)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleCenterTangent(self, iCenterElem, iTangentCurve, iSupport, iRadius)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleCtrPt(self, iCenter, iCrossingPoint, iSupport, iGeodesic)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleCtrPtWithAngles(self, iCenter, iCrossingPoint, iSupport, iGeodesic, iStartAngle, iEndAngle)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleCtrRad(self, iCenter, iSupport, iGeodesic, iRadius)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleCtrRadWithAngles(self, iCenter, iSupport, iGeodesic, iRadius, iStartAngle, iEndAngle)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleDatum(self, iObject)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCircleTritangent(self, iCurve1, iCurve2, iCurve3, iSupport, iOri1, iOri2, iOri3)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCombine(self, iFirstCurve, iSecondCurve, iNearestSolutions)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewConic(self, iSupport, iStartingPoint, iEndPoint)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewConicalReflectLineWithType(self, iSupport, iOrigin, iAngle, iOrientationSupport, iType)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewConnect(self, iCurve1, iPoint1, iOrient1, iContinuity1, iTension1, iCurve2, iPoint2, iOrient2, iContinuity2, iTension2, Trim)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCorner(self, iElement1, iElement2, iSupport, iRadius, iOrientation1, iOrientation2, iTrim)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCurveDatum(self, iObject)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCurvePar(self, Curve, Support, Distance, InvertDirection, Geodesic)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCurveSmooth(self, ipIACurve)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewCylinder(self, iCenter, iRadius, iFirstLength, iSecondLength, iDirection)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewDatums(self, iElem)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewDevelop(self, iMode, iToDevelop, iSupport)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewDirection(self, iElement)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewDirectionByCoord(self, iX, iY, iZ)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewDisconnect(self, iEltToBeDisconnected, iDisconnectingElt)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,AddNewEmptyRotate(self),
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,AddNewEmptyTranslate(self),
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewExtract(self, Element)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewExtractMulti(self, Element)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewExtrapolLength(self, iBoundary, iToExtrapol, iLength)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewExtrapolUntil(self, iBoundary, iToExtrapol, iUntil)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewExtremum(self, iObjet, iDir, iMinMax)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewExtremumPolar(self, iType, ipIAContour)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewExtrude(self, iObjectToExtrude, iOffsetDebut, iOffsetFin, iDirection)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,AddNewFill(self),
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewFilletBiTangent(self, iElement1, iElement2, iRadius, iOrientation1, iOrientation2, iSupportsTrimMode, iRibbonRelimitationMode)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewFilletTriTangent(self, iElement1, iElement2, iRemoveElem, iOrientation1, iOrientation2, iRemoveOrientation, iSupportsTrimMode, iRibbonRelimitationMode)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewHealing(self, iBodyToheal)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewHelix(self, iAxis, iInvertAxis, iStartingPoint, iPitch, iHeight, iClockwiseRevolution, iStartingAngle, iTaperAngle, iTaperOutward)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewHybridScaling(self, iElemToScale, iCenter, iRatio)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewHybridSplit(self, iElement1, iElement2, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewHybridTrim(self, iElement1, iOrientation1, iElement2, iOrientation2)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewIntegratedLaw(self, iType)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewIntersection(self, iObject1, iObject2)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewInverse(self, Element, Inverse)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewJoin(self, Element1, Element2)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLawDistProj(self, iReference, iDefinition)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineAngle(self, iCurve, iSurface, iPoint, iGeodesic, iBeginOffset, iEndOffset, iAngle, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineBiTangent(self, iCurve1, iElement2, iSupport)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineBisecting(self, iLine1, iLine2, iBeginOffset, iEndOffset, iOrientation, SolutionNb)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineBisectingOnSupport(self, iLine1, iLine2, iSurface, iBeginOffset, iEndOffset, iOrientation, SolutionNb)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineBisectingOnSupportWithPoint(self, iLine1, iLine2, iRefPoint, iSurface, iBeginOffset, iEndOffset, iOrientation, SolutionNb)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineBisectingWithPoint(self, iLine1, iLine2, iRefPoint, iBeginOffset, iEndOffset, iOrientation, SolutionNb)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineDatum(self, iObject)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineNormal(self, iSurface, iPoint, iBeginOffset, iEndOffset, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLinePtDir(self, iPt, iDirection, iBeginOffset, iEndOffset, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLinePtDirOnSupport(self, iPt, iDirection, iSupport, iBeginOffset, iEndOffset, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLinePtPt(self, iPtOrigine, iPtExtremite)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLinePtPtExtended(self, iPtOrigine, iPtExtremite, iBeginOffset, iEndOffset)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLinePtPtOnSupport(self, iPtOrigine, iPtExtremite, iSupport)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLinePtPtOnSupportExtended(self, iPtOrigine, iPtExtremite, iSupport, iBeginOffset, iEndOffset)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineTangency(self, iCurve, iPoint, iBeginOffset, iEndOffset, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewLineTangencyOnSupport(self, iCurve, iPoint, iSupport, iBeginOffset, iEndOffset, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,AddNewLoft(self),
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewMidSurface(self, iSupport, iCreationMode, iThreshold)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewMidSurfaceWithAutoThreshold(self, iSupport, iCreationMode, iThreshold, iAutoThicknessThreshold)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewNear(self, MultiElement, ReferenceElement)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewOffset(self, iObjectToOffset, iOffset, iOrientation, iPrecision)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlane1Curve(self, iPlanarCurve)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlane1Line1Pt(self, iLn, iPt)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlane2Lines(self, iLn1, iLn2)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlane3Points(self, iPt1, iPt2, iPt3)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlaneAngle(self, iPlane, iRevolAxis, iAngle, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlaneBetween(self, iPlane1, iPlane2, iRatio, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlaneDatum(self, iObject)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlaneEquation(self, iA_Coeff, iB_Coeff, iC_Coeff, iD_Coeff)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlaneMean(self, iListOfPoints, NbPoint)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlaneNormal(self, iCurve, iPt)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlaneOffset(self, iPlane, iOffset, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlaneOffsetPt(self, iPlane, iPt)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPlaneTangent(self, iSurface, iPt)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPointBetween(self, iPoint1, iPoint2, iRatio, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPointCenter(self, iCurve)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPointCoord(self, iX, iY, iZ)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPointCoordWithReference(self, iX, iY, iZ, iPt)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPointDatum(self, iObject)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPointOnCurveAlongDirection(self, iCrv, iLong, iOrientation, iDirection)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPointOnCurveFromDistance(self, iCrv, iLong, iOrientation)",
CATGSMIDLItfTypeLib.py,HybridShapeFactory,True,DispatchBaseClass,,,"AddNewPointOnCurveFromPercent(self, iCrv, iLong, iOrientation)",
